9000	0	24	55	0	8	0	1	PCX
9000	1	120	140	0	0	1	1	PCX
5	0	27	50	11	48	2	1	PCX
0	1	32	50	15	48	3	1	PCX
0	2	37	51	17	48	4	1	PCX
0	3	47	51	24	48	5	1	PCX
0	4	71	50	33	48	6	1	PCX
0	5	120	78	53	76	7	1	PCX
0	6	67	101	34	99	8	1	PCX
0	7	24	55	12	53	9	1	PCX
0	8	24	55	12	53	9	1	PCX
0	9	24	55	12	53	9	1	PCX
0	10	34	50	15	48	10	1	PCX
0	11	32	47	16	45	11	1	PCX
0	12	40	45	20	44	12	1	PCX
0	13	26	56	13	55	13	1	PCX
0	14	24	53	11	53	13	1	PCX
0	15	29	51	14	49	13	1	PCX
0	16	30	50	12	48	14	1	PCX
0	17	28	48	12	46	15	1	PCX
0	18	54	22	24	16	16	1	PCX
0	19	39	46	8	45	17	1	PCX
0	20	39	46	8	45	17	1	PCX
0	21	25	52	18	51	18	1	PCX
0	22	25	50	14	49	19	1	PCX
0	23	35	49	8	47	20	1	PCX
0	24	34	49	8	47	20	1	PCX
0	25	30	46	8	44	21	1	PCX
0	26	34	50	8	48	22	1	PCX
0	27	34	50	8	48	22	1	PCX
0	28	95	86	8	84	23	1	PCX
0	29	26	54	0	52	24	1	PCX
0	30	27	48	0	47	25	1	PCX
0	31	26	48	0	47	25	1	PCX
0	32	27	50	8	47	26	1	PCX
0	33	41	46	15	45	26	1	PCX
0	34	41	46	15	45	26	1	PCX
0	35	28	45	11	43	27	1	PCX
0	36	26	44	10	42	28	1	PCX
0	37	43	38	9	36	29	1	PCX
0	38	43	34	9	32	29	1	PCX
0	39	33	47	17	45	30	1	PCX
0	40	31	50	14	48	30	1	PCX
0	41	40	50	20	48	31	1	PCX
0	42	63	92	32	90	32	1	PCX
0	43	67	101	32	99	32	1	PCX
0	44	40	46	13	45	33	1	PCX
0	45	40	46	13	45	34	1	PCX
0	46	37	48	17	47	35	1	PCX
0	47	26	55	12	53	36	1	PCX
0	48	38	56	14	54	37	1	PCX
0	49	55	56	14	54	38	1	PCX
0	50	62	56	14	54	39	1	PCX
0	51	94	86	23	72	40	1	PCX
0	52	124	126	30	91	41	1	PCX
0	53	25	51	14	49	42	1	PCX
0	54	64	72	31	60	43	1	PCX
0	55	69	82	34	67	43	1	PCX
0	56	81	91	40	69	44	1	PCX
0	57	101	85	43	67	45	1	PCX
0	58	35	55	16	50	46	1	PCX
0	59	24	55	12	53	47	1	PCX
0	60	28	55	13	53	47	1	PCX
0	61	48	28	31	22	48	1	PCX
0	62	23	49	12	47	49	1	PCX
0	63	45	53	22	50	50	1	PCX
2	0	177	115	173	55	51	1	PCX
2	1	194	178	188	88	51	1	PCX
2	2	181	193	175	104	51	1	PCX
2	3	201	171	195	92	51	1	PCX
2	4	210	150	204	68	51	1	PCX
2	5	228	91	218	47	51	1	PCX
2	6	229	49	221	23	51	1	PCX
2	7	226	38	219	18	51	1	PCX
2	8	205	18	198	12	51	1	PCX
2	9	94	95	47	47	52	1	PCX
2	10	95	94	45	46	52	1	PCX
2	11	95	94	45	46	52	1	PCX
2	12	93	95	48	49	52	1	PCX
2	13	84	139	11	69	53	1	PCX
2	14	150	127	6	64	53	1	PCX
2	15	145	119	7	58	53	1	PCX
2	16	125	78	12	36	53	1	PCX
2	17	87	15	8	7	53	1	PCX
2	18	135	149	67	74	54	1	PCX
2	19	135	149	67	74	55	1	PCX
2	20	135	149	67	74	56	1	PCX
2	21	135	149	67	74	57	1	PCX
2	22	135	149	67	74	58	1	PCX
2	23	275	273	137	136	59	1	PCX
2	24	275	273	137	136	60	1	PCX
2	25	275	273	137	136	61	1	PCX
2	26	275	273	137	136	62	1	PCX
2	27	275	273	137	136	63	1	PCX
2	28	275	273	137	136	64	1	PCX
2	29	275	273	137	136	65	1	PCX
2	30	275	273	137	136	66	1	PCX
2	31	275	273	137	136	67	1	PCX
2	32	275	273	137	136	68	1	PCX
2	33	275	273	137	136	69	1	PCX
2	34	275	273	137	136	70	1	PCX
2	35	275	273	137	136	71	1	PCX
2	36	275	273	137	136	72	1	PCX
2	37	275	273	137	136	73	1	PCX
2	38	275	273	137	136	74	1	PCX
2	39	275	273	137	136	75	1	PCX
2	40	275	273	137	136	76	1	PCX
2	41	275	273	137	136	77	1	PCX
2	42	275	273	137	136	78	1	PCX
2	43	275	273	137	136	79	1	PCX
2	44	275	273	137	136	80	1	PCX
2	73	107	64	8	37	81	1	PCX
2	74	111	93	6	57	81	1	PCX
2	75	118	92	11	56	81	1	PCX
2	76	118	96	4294967292	60	81	1	PCX
2	77	70	71	35	35	82	1	PCX
2	78	92	93	46	46	82	1	PCX
2	79	116	114	58	57	82	1	PCX
2	80	137	134	68	67	82	1	PCX
2	81	163	161	81	80	82	1	PCX
2	82	195	206	97	103	82	1	PCX
2	83	212	212	106	106	82	1	PCX
2	84	228	221	114	110	82	1	PCX
2	85	228	225	114	112	82	1	PCX
2	86	233	234	116	117	82	1	PCX
2	87	226	226	110	111	83	1	PCX
2	88	36	36	18	18	84	1	PCX
2	89	53	53	26	26	85	1	PCX
2	90	73	73	36	36	86	1	PCX
2	91	95	96	47	48	87	1	PCX
2	92	121	121	60	60	88	1	PCX
2	93	133	133	66	66	88	1	PCX
2	94	141	141	70	70	89	1	PCX
2	95	146	146	73	73	90	1	PCX
2	96	149	149	74	74	91	1	PCX
2	97	151	151	75	75	92	1	PCX
2	98	153	153	76	76	93	1	PCX
2	99	156	156	78	78	94	1	PCX
3	0	126	126	59	63	95	1	PCX
3	1	118	119	57	59	96	1	PCX
3	2	112	114	53	57	97	1	PCX
3	3	103	105	49	52	98	1	PCX
3	4	129	129	64	64	99	1	PCX
3	5	130	129	65	64	100	1	PCX
3	6	126	126	63	63	101	1	PCX
3	7	120	120	60	60	102	1	PCX
3	8	114	115	57	57	103	1	PCX
3	9	104	104	52	52	104	1	PCX
3	10	92	92	46	46	105	1	PCX
3	11	95	80	51	40	106	1	PCX
3	12	122	87	65	44	107	1	PCX
3	13	144	94	75	48	108	1	PCX
3	14	135	113	67	58	109	1	PCX
3	15	210	182	105	91	110	1	PCX
3	16	206	207	103	103	110	1	PCX
3	17	206	187	103	93	110	1	PCX
3	18	165	171	82	85	110	1	PCX
3	19	145	151	72	75	110	1	PCX
3	20	186	184	93	92	110	1	PCX
3	21	244	237	122	118	110	1	PCX
3	22	248	239	124	119	110	1	PCX
3	23	207	207	103	103	110	1	PCX
3	24	190	189	95	94	110	1	PCX
3	25	169	177	84	88	110	1	PCX
3	26	177	186	88	93	110	1	PCX
3	27	184	193	92	96	110	1	PCX
3	28	192	203	96	101	110	1	PCX
3	29	193	201	96	100	110	1	PCX
3	30	209	217	104	108	110	1	PCX
3	31	217	222	108	111	110	1	PCX
3	32	225	224	112	112	110	1	PCX
3	33	231	227	115	113	110	1	PCX
3	34	232	228	116	114	110	1	PCX
3	35	230	229	115	114	110	1	PCX
3	36	231	229	115	114	110	1	PCX
3	37	228	231	114	115	110	1	PCX
3	38	251	234	125	117	110	1	PCX
3	39	254	239	127	119	110	1	PCX
3	40	256	239	128	119	110	1	PCX
3	41	253	239	126	119	110	1	PCX
3	42	245	237	122	118	110	1	PCX
3	43	239	232	119	116	110	1	PCX
3	44	236	231	118	115	110	1	PCX
3	45	235	232	117	116	110	1	PCX
3	46	248	238	124	119	110	1	PCX
3	47	252	236	126	118	110	1	PCX
3	48	243	235	121	117	110	1	PCX
3	49	238	233	119	116	110	1	PCX
3	50	235	231	117	115	110	1	PCX
3	56	459	336	229	168	111	1	PCX
3	57	459	337	229	168	111	1	PCX
3	58	459	340	229	170	111	1	PCX
3	59	459	338	229	169	111	1	PCX
3	60	610	250	0	250	112	1	PCX
3	61	616	288	0	288	113	1	PCX
3	62	616	288	0	288	114	1	PCX
3	63	616	288	0	288	115	1	PCX
3	64	616	289	0	289	116	1	PCX
3	65	616	289	0	289	117	1	PCX
3	66	616	289	0	289	118	1	PCX
3	67	616	289	0	289	119	1	PCX
3	68	616	289	0	289	120	1	PCX
3	69	616	289	0	289	121	1	PCX
3	70	616	289	0	289	122	1	PCX
3	71	616	289	0	289	123	1	PCX
3	72	616	289	0	289	124	1	PCX
3	73	616	288	0	288	125	1	PCX
3	74	616	289	0	289	126	1	PCX
3	75	616	288	0	288	127	1	PCX
3	76	616	288	0	288	128	1	PCX
3	77	616	288	0	288	129	1	PCX
3	78	616	289	0	289	130	1	PCX
3	79	616	289	0	289	131	1	PCX
3	80	616	289	0	289	132	1	PCX
3	81	616	289	0	289	133	1	PCX
3	82	616	289	0	289	134	1	PCX
3	83	1280	720	0	720	135	1	PCX
3	84	89	60	44	31	136	1	PCX
3	85	128	73	64	37	136	1	PCX
3	86	206	119	103	64	136	1	PCX
3	87	226	128	113	64	136	1	PCX
3	88	256	121	128	60	136	1	PCX
3	89	277	141	138	63	136	1	PCX
3	90	284	137	142	70	136	1	PCX
3	91	288	131	143	65	136	1	PCX
3	92	287	133	143	66	136	1	PCX
3	93	288	138	143	68	136	1	PCX
3	94	288	140	143	69	136	1	PCX
3	95	288	87	143	43	136	1	PCX
3	96	288	89	143	44	136	1	PCX
3	97	289	91	143	45	136	1	PCX
3	98	286	44	143	20	136	1	PCX
3	99	274	27	137	14	136	1	PCX
3	100	218	14	109	7	136	1	PCX
3	101	189	14	94	7	136	1	PCX
4	0	419	126	209	63	137	1	PCX
4	1	359	83	179	41	138	1	PCX
4	2	356	86	178	43	139	1	PCX
4	3	439	91	219	45	140	1	PCX
